C,H,O,N,S,P,Se,Na,Cl,13C,m/z,H/C,O/C,KM,NKM,KMD,DBE,DBE-O,13Cratio,AImod,Q1P1-10m,Q1P1-20m,Q1P1-30m,Q1P1-60m,Q1P1-90m,Q1P1-315m,Q1P4-0.5m,Q1P4-10m,Q1P4-20m,Q1P4-30m,Q1P4-60m,Q1P4-90m,Q1P4-314m,Q1P6-10m,Q1P6-20m,Q1P6-30m,Q1P6-60m,Q1P6-90m,Q1P6-822m,Q1P7-0.5m,Q1P7-10m,Q1P7-20m,Q1P7-30m,Q1P7-60m,Q1P7-90m,Q1P7-3345m,Q2P1-10m,Q2P1-20m,Q2P1-30m,Q2P1-30m-2,Q2P1-60m,Q2P1-90m,Q2P1-316m,Q2P4-0.5m,Q2P4-10m,Q2P4-20m,Q2P4-30m,Q2P4-60m,Q2P4-90m,Q2P4-352m,Q2P6-0.5m,Q2P6-10m,Q2P6-20m,Q2P6-30m,Q2P6-60m,Q2P6-90m,Q2P6-922m,Q2P7-0.5m,Q2P7-10m,Q2P7-20m,Q2P7-30m,Q2P7-60m,Q2P7-90m,Q2P7-3237m,Q4P1-10m,Q4P1-20m,Q4P1-30m,Q4P1-90m,Q4P1-150m,Q4P1-316m,Q4P2-10m,Q4P2-30m,Q4P2-60m,Q4P2-90m,Q4P2-176m,Q4P4-10m,Q4P4-20m,Q4P4-30m,Q4P4-40m,Q4P4-50m,Q4P4-334m,Q4P5-10m,Q4P5-20m,Q4P5-30m,Q4P5-40m,Q4P5-90m,Q4P5-139m,Q4P6-10m,Q4P6-20m,Q4P6-30m,Q4P6-40m,Q4P6-120m,Q4P6-871,Q4P7-10m,Q4P7-20m,Q4P7-30m,Q4P7-40m,Q4P7-200m,Q4P7-3415m,Q1P7-MQ1,Q1P7-MQ2,Q1P7-MQ3,Q2P1-MQ1,Q2P1-MQ2,Q2P1-MQ3,PLFA-3,PLFA-4,PLFA-5,PLFA-6,PLFA-7,PLFA-New2b
15,22,4,0,0,0,0,0,0,0,265.144532,1.46666667,0.266666667,264.848469,265,0.151530853,5,1,0.166835187,0.230769231,575.282541,539.241523,547.142802,622.481382,578.55982,619.980926,531.432724,634.820034,647.544402,610.503236,562.846682,601.279833,0,588.702699,510.352179,513.457543,508.847087,579.856058,597.431633,589.292149,987.147735,624.860819,516.956676,619.385782,794.814522,389.083861,503.390712,544.280459,519.766887,496.77833,561.185682,520.6862,562.525645,565.558011,523.794558,583.765761,563.996781,536.78359,680.792399,548.848331,592.312344,0,547.619679,597.547171,568.166696,566.928955,465.288201,0,0,590.57537,562.172501,624.413664,514.020417,424.557854,487.002031,533.642559,568.120703,563.002863,505.588072,498.355975,524.537484,573.404443,560.290544,525.41609,0,555.303145,530.8914,494.403447,561.258726,532.701962,650.995621,571.982638,529.063671,557.512204,563.59344,492.368493,0,546.127014,529.064582,617.29635,558.342996,0,612.71889,578.528135,530.898151,590.718494,601.636907,519.682968,0,0,0,0,0,0,0,1688.69382,1865.50986,1811.29782,1802.43934,1825.77051,1630.33511
12,26,4,0,1,0,0,0,0,0,265.147903,2.16666667,0.333333333,264.851836,265,0.148163617,0,-4,0.13346815,0,687.17495,414.123484,615.037937,476.920662,563.508857,501.082883,5898.22141,330.09319,1204.04166,476.298332,255.391055,1430.17304,6812.79672,1062.46245,351.41917,986.744523,371.566319,345.599237,881.059962,1509.9917,565.369855,407.867636,459.654532,770.792443,1112.53631,731.11771,2486.42679,33942.0947,1111.82175,907.140657,1574.99939,713.561596,601.840208,2194.1644,6864.33727,677.801817,576.424811,657.469483,4596.7093,577.419527,4048.95924,22442.0311,1532.24143,659.048217,2216.07234,535.51629,11404.7886,11610.9253,7566.40253,5303.75554,9881.32151,2811.52275,16717.8878,3567.60389,304.94388,1944.83809,403.812138,319.244607,189.907338,202.254143,587.184295,292.625515,16278.7702,298.041793,6610.044,38.5810263,859.086475,0,1342.91437,1602.4107,959.429414,2599.59919,920.317672,0,1731.73579,909.026783,10932.1238,735.843503,2604.5832,167.306877,207.320392,27049.4616,1002.96051,1095.44039,2927.03768,60.0668933,744.873771,57.0041945,11965.7193,0,0,0,43087.1553,19850.9452,44549.6017,1037.88204,680.250435,2135.80432,715.568919,1029.07543,531.550353
16,26,3,0,0,0,0,0,0,0,265.180917,1.625,0.1875,264.884814,265,0.115186081,4,1,0.177957533,0.172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7760305,61.4098592,48.8309871,64.3436421,48.631979,59.6068713
11,9,7,1,0,0,0,0,0,0,266.030625,0.818181818,0.636363636,265.733573,266,0.266427472,7,0,0.122345804,0.538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.36789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.150104,214.864705,202.758631,193.941946,204.776357,165.535713
12,13,6,1,0,0,0,0,0,0,266.06701,1.08333333,0.5,265.769917,266,0.2300827,6,0,0.13346815,0.375,137.215451,154.244764,145.846478,0,139.487559,170.458287,225.600993,181.930902,193.754823,173.039049,178.960773,168.352215,0,124.897816,186.579328,204.779917,141.314623,145.985865,222.031186,188.692243,180.353297,338.747578,408.207493,0,0,0,240.030189,0,191.407937,191.31579,0,179.296843,191.360749,151.048437,324.478887,253.783752,166.674653,183.222402,0,172.960607,212.680446,0,192.983453,209.679253,270.889785,160.881055,196.559262,0,0,255.32407,0,217.2761,0,248.774929,144.162326,166.573031,145.157357,160.887805,146.788804,141.818021,164.946293,180.00375,200.923136,158.451477,0,178.658532,169.143914,163.43831,201.488715,168.53047,199.715287,158.626165,188.658477,170.623169,170.691835,160.429741,0,142.304672,207.704557,176.403429,164.632403,0,0,150.79924,0,175.909171,180.626623,168.506214,0,0,0,0,0,0,0,835.229577,860.665331,881.327475,867.951979,838.121146,837.694349
13,17,5,1,0,0,0,0,0,0,266.103396,1.30769231,0.384615385,265.806262,266,0.193737929,5,0,0.144590495,0.263157895,284.00517,288.744274,287.960438,302.305528,268.569464,292.162209,357.905306,317.492713,306.664611,284.243806,293.606899,271.821728,0,247.408002,301.004694,280.411964,289.676692,308.127485,376.678192,281.697045,292.320148,342.250695,221.059919,0,419.870226,337.531835,300.234713,0,322.599194,311.461581,315.374166,304.540532,289.329133,284.408373,347.548674,281.576743,306.72104,294.581062,0,285.707833,305.720488,0,356.989728,321.406607,341.602306,313.228061,247.203587,0,0,310.483275,0,299.692738,218.576557,250.536158,266.427015,304.084192,264.307108,284.203815,280.121843,252.381994,278.84658,275.844342,310.223307,267.803361,0,301.300515,268.516331,289.071578,274.753434,282.06589,301.606079,286.626036,258.515249,276.160968,296.019815,282.39313,0,274.026512,276.586672,289.431697,273.472034,0,0,266.777386,305.684851,307.449503,311.432745,253.742373,0,0,0,0,0,0,0,633.14995,653.238001,702.244389,638.585782,652.287134,644.488052
14,21,4,1,0,0,0,0,0,0,266.139781,1.5,0.285714286,265.842607,266,0.157393157,4,0,0.155712841,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7750345,19.8032972,0,0,0,0,0,0,0,0,212.284591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8573253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8189638,91.8169772,97.8543917,114.763114,139.872314,123.847964
11,8,8,0,0,0,0,0,0,0,267.01464,0.727272727,0.727272727,266.716489,267,0.283510633,8,0,0.122345804,0.571428571,0,0,106.331341,0,0,0,0,97.780173,0,0,75.8298347,80.9376733,5002.14987,74.4183402,79.3292877,70.5177603,67.8022844,0,0,0,0,0,158.187406,0,0,0,204.291605,49134.1415,0,0,0,0,0,0,781.292237,386.075998,77.4185069,0,741.68822,0,0,2832.92993,0,0,403.628125,0,546.707397,3160.94689,2814.26901,302.271887,1657.40168,342.036672,804.078294,507.533293,74.5034445,669.038675,41.9511002,65.5840481,44.4988496,103.657872,96.5002465,80.8828676,687.745213,70.6005726,2652.56323,58.6467864,84.764724,63.5771619,228.67171,402.895203,156.229488,307.665867,66.893716,44.2026273,142.510264,106.891075,3047.21318,0,718.179952,122.85856,0,1766.00295,0,333.252179,740.107555,122.409751,194.405797,62.2764596,1980.92721,0,0,0,0,0,0,409.475905,380.766482,795.370334,320.344361,517.201327,237.302758
10,8,7,2,0,0,0,0,0,0,267.025874,0.8,0.7,266.72771,267,0.272289776,6,-1,0.111223458,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.3837098,42.7252438,51.9959529,52.9668546,36.8546318,30.9609761
15,8,5,0,0,0,0,0,0,0,267.029897,0.533333333,0.333333333,266.731729,267,0.268271468,12,7,0.166835187,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2152702,58.4185348,0,33.0143342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.9222534,75.9588587,53.4582413,45.4857582,60.7410801,53.5161446
12,12,5,0,1,0,0,0,0,0,267.033267,1,0.416666667,266.735096,267,0.264904232,7,2,0.13346815,0.411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2760389,0,0,0,0,12.5174669
12,12,7,0,0,0,0,0,0,0,267.051026,1,0.583333333,266.752834,267,0.247165861,7,0,0.13346815,0.411764706,378.189912,362.67928,368.690842,400.395057,397.082065,392.018787,533.654554,415.167317,468.804698,429.458577,426.717123,434.544919,0,402.087748,404.173736,437.167757,399.535734,371.46208,0,457.253018,345.238765,0,615.716799,525.496964,738.823565,1080.66745,616.027637,678.574454,502.694263,511.909261,469.87678,499.690398,474.565055,377.125257,761.555318,550.648997,423.678697,466.441095,667.740545,423.530461,408.27555,0,544.628809,503.716081,614.019687,448.315964,589.351333,873.633857,793.351066,689.273113,782.082191,603.736971,619.167833,699.062462,425.596084,563.785802,457.480498,478.471307,411.918203,359.485082,432.726808,450.14676,0,427.41594,0,502.573546,382.421924,433.25588,569.023867,0,548.306944,556.110814,499.377856,490.322548,514.39836,361.127921,565.715105,403.422674,622.974384,520.453287,332.736895,581.42774,570.540329,346.803059,592.696674,511.687802,0,481.875316,783.237536,0,0,0,0,0,0,703.33846,691.535988,691.697594,725.379881,758.180205,686.730185
9,16,7,0,1,0,0,0,0,0,267.054397,1.77777778,0.777777778,266.756201,267,0.243798625,2,-5,0.100101112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6858224,11.62674,0,26.9716489,0,30.1204068
11,12,6,2,0,0,0,0,0,0,267.062259,1.09090909,0.545454545,266.764055,267,0.235945004,5,-1,0.122345804,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2343878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.714385,484.602176,577.202694,540.497479,483.746401,508.082211
16,12,4,0,0,0,0,0,0,0,267.066282,0.75,0.25,266.768073,267,0.231926696,11,7,0.177957533,0.642857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0695952,0,0,0,0,0
13,16,6,0,0,0,0,0,0,0,267.087411,1.23076923,0.461538462,266.789179,267,0.210821089,6,0,0.144590495,0.3,1784.07579,1793.48234,1835.21825,1853.4032,1768.05717,1849.01395,2036.90752,2069.95169,2008.39994,1946.20236,1836.09565,1897.15801,2038.44696,1779.93452,1689.68567,1780.49562,1743.42748,1855.95853,1386.94629,1817.43632,0,1988.70885,0,0,1594.16218,1687.97565,2200.40538,1944.36787,1978.55427,1888.07917,1987.17155,1833.19043,1868.98578,1650.24298,2612.43759,2139.53094,1991.5704,1820.24596,2623.56544,1798.72442,1816.6373,2017.82029,2020.8467,2007.57788,2235.80474,2061.90554,1967.8582,2705.29365,2461.88161,2397.35025,2461.64639,2301.32403,2046.46137,2029.63922,1807.14732,2188.68569,2069.62216,2130.47158,1915.4535,1781.77085,2226.23464,2083.56381,2436.36277,1980.02342,2526.87747,2275.71926,1830.30947,1909.90422,2272.65622,2196.87355,2322.67694,2227.47686,2053.04948,2130.56871,2225.09255,1767.86452,2007.28188,1891.72291,2182.03653,2289.18725,1707.93707,2019.47903,2337.63219,1820.18828,2125.12071,2178.50442,2332.43283,1973.88988,1884.80286,0,0,0,0,0,0,2564.49121,2584.19227,2767.77748,2486.68847,2574.61556,2492.71607
10,20,6,0,1,0,0,0,0,0,267.090782,2,0.6,266.792546,267,0.207453853,1,-5,0.111223458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3502147,51.9296956,40.4014845,58.4969311,0,56.174437
12,16,5,2,0,0,0,0,0,0,267.098645,1.33333333,0.416666667,266.8004,267,0.199600233,4,-1,0.13346815,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6848332,43.3000611,65.3247772,60.8548996,0,0,147.489674,0,0,154.776899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8422724,0,49.2473403,51.5250089,0,0,52.0271176,0,0,45.0981187,0,36.4402643,0,40.0209494,41.5305971,43.3577265,0,47.8880059,46.4254276,46.6839326,65.2355434,0,0,0,0,0,61.1542556,0,0,0,0,0,0,35.9130009,0,0,0,0,0,0,0,180.255047,134.468728,208.799442,199.110121,138.710428,162.224458
17,16,3,0,0,0,0,0,0,0,267.102667,0.941176471,0.176470588,266.804418,267,0.195581924,10,7,0.189079879,0.548387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7025675,0,0
14,20,5,0,0,0,0,0,0,0,267.123797,1.42857143,0.357142857,266.825524,267,0.174476318,5,0,0.155712841,0.217391304,1499.33137,1475.70389,1466.8358,1559.7862,1446.99215,1566.25776,1494.04878,1656.56177,1643.02587,1554.75209,1497.37038,1516.24672,1875.15603,1462.36596,1345.48882,1373.27607,1335.951,1471.56923,1321.60208,1546.77543,1893.35119,1478.61007,1499.75126,1605.98275,1384.03479,1057.83203,1365.68422,1443.70778,1443.88261,1326.12221,1555.87239,1406.58301,1435.65242,1425.98764,1707.20382,1448.68121,1485.45164,1377.80815,1801.15118,1379.24893,1483.97917,1494.50238,1523.59695,1552.6959,1577.3275,1514.9768,1301.48341,1955.20445,1765.74669,1609.48299,1821.89356,1624.3132,1374.47445,1127.98665,1224.92804,1460.03653,1379.08352,1398.78781,1300.45931,1258.22975,1430.47683,1447.54354,1533.2167,1320.71728,1807.02246,1453.78021,1366.46817,1281.10581,1454.4509,1346.90717,1544.73921,1444.0617,1348.60873,1384.08681,1413.04426,1300.72348,1393.54697,1474.38845,1353.81832,1496.23883,1393.27069,1294.55051,1616.70007,1449.65765,1395.06457,1501.48189,1520.70994,1257.64457,1107.7454,0,0,0,0,0,0,4400.62959,4484.38838,4273.24972,4330.83446,4364.77292,4304.33687
15,24,4,0,0,0,0,0,0,0,267.160182,1.6,0.266666667,266.861868,267,0.138131546,4,0,0.166835187,0.153846154,183.572885,172.574925,179.034007,189.528497,153.728785,201.998485,0,178.09342,157.379858,190.870244,150.705352,164.493499,0,181.40176,134.653739,144.768768,113.320185,153.892692,0,177.659042,282.926506,230.399274,401.277502,296.136008,205.212211,0,144.339401,0,0,132.666349,0,119.480412,169.826076,165.871153,0,152.037037,177.585605,141.294666,0,162.805446,0,0,155.124345,167.473811,179.304327,165.026372,0,0,0,137.62715,0,187.927321,0,0,118.270619,144.210307,157.322711,154.668235,127.770712,135.163102,138.079993,164.468021,194.403505,136.400497,0,147.182387,136.76443,118.60675,169.617007,152.810207,163.213583,149.640289,129.859516,136.42237,152.26851,123.715806,0,154.260595,114.780593,167.327745,160.033456,0,0,180.132849,0,149.329412,173.939803,113.505825,0,0,0,0,0,0,0,1044.37679,1116.51419,1128.78033,1044.37833,1194.5384,1110.88719
16,28,3,0,0,0,0,0,0,0,267.196567,1.75,0.1875,266.898213,267,0.101786774,3,0,0.177957533,0.103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9786885
10,7,8,1,0,0,0,0,0,0,268.009889,0.7,0.8,267.710627,268,0.289372937,7,-1,0.111223458,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.71501516,0,0,0,0,11.7613236
14,7,5,1,0,0,0,0,0,0,268.025146,0.5,0.357142857,267.725866,268,0.274133772,11,6,0.155712841,0.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.182989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,7,1,0,0,0,0,0,0,268.046275,1,0.636363636,267.746972,268,0.253028165,6,-1,0.122345804,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.929485,0,0,0,0,0,0,0,129.935145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7108545,0,0,0,35.398862,0,0,0,0,0,29.0448928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574.781054,586.957776,535.005832,568.005995,517.819494,540.356555
15,11,4,1,0,0,0,0,0,0,268.061531,0.733333333,0.266666667,267.762211,268,0.237789,10,6,0.166835187,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032.68319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5901859,0,0,0,0
12,15,6,1,0,0,0,0,0,0,268.08266,1.25,0.5,267.783317,268,0.216683393,5,-1,0.13346815,0.25,248.031287,271.247303,264.939383,267.401151,243.960754,249.020457,419.035965,312.471377,325.447997,277.198129,287.311236,257.930225,0,236.44177,276.376474,268.287146,264.751967,295.991287,377.030024,351.640688,368.090214,332.184066,338.955512,0,0,285.401809,370.161531,0,346.858904,313.841117,351.864607,279.017834,291.634241,274.805529,400.850827,334.415948,265.649622,307.724849,0,270.790496,303.386361,0,321.530355,282.582534,344.392591,312.315879,270.913365,0,0,376.380348,0,313.314257,271.463689,291.794913,223.951896,297.3727,257.844026,255.137376,237.698723,239.984669,246.972347,267.925122,338.372343,254.777319,0,277.155865,268.807867,250.127863,285.231048,273.879966,277.517224,261.270984,271.506585,282.360767,279.700647,246.111767,0,245.09622,293.077055,258.476499,238.723912,0,0,228.389014,317.33018,264.658481,258.263847,263.729032,0,0,0,0,0,0,0,987.534988,961.803954,1086.0665,943.869298,968.946342,963.064396
13,19,5,1,0,0,0,0,0,0,268.119046,1.46153846,0.384615385,267.819661,268,0.180338621,4,-1,0.144590495,0.157894737,132.750726,127.645978,125.875552,0,141.508566,151.484642,187.004981,156.152464,150.223187,141.79559,142.37572,152.033995,0,143.017261,141.403523,152.53571,159.208316,144.660754,293.61628,181.308508,0,0,0,243.605794,0,375.938596,168.799704,0,189.850941,167.426453,0,147.971989,0,147.200072,0,156.538904,170.275245,151.438657,0,128.451294,0,0,163.87121,177.831562,0,0,0,0,0,149.444467,0,125.13354,0,0,106.950848,131.576206,120.233995,118.158765,126.816034,104.269981,102.16158,156.906073,116.944915,108.84427,0,105.296538,110.876957,104.203494,117.851086,126.686194,137.910715,122.11875,102.314463,111.355173,120.877295,121.871535,0,134.747115,0,122.762814,113.605531,0,0,0,0,119.736727,91.0400293,106.249842,0,0,0,0,0,0,0,401.62134,434.495664,414.140062,398.370947,441.6036,447.843546
10,6,7,0,1,0,0,0,0,0,268.976147,0.6,0.7,268.675806,269,0.324194468,8,1,0.111223458,0.636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.011859,0,0,1483.50884,0,0,0,0,0,0,1590.56225,0,0,0,266.945271,130.005962,0,79.7894745,0,0,0,0,42.1093413,0,0,0,0,0,0,0,40.9622184,0,0,42.630866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.015103,0,0,0,0,0,0,0,0,12.7068437,13.7069452,0,40.992924,75.5894568,0
10,6,9,0,0,0,0,0,0,0,268.993905,0.6,0.9,268.693544,269,0.306456097,8,-1,0.111223458,0.636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17553753
11,10,6,0,1,0,0,0,0,0,269.012532,0.909090909,0.545454545,268.71215,269,0.287849697,7,1,0.122345804,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6579082,28.552807,0,0,0,0
11,10,8,0,0,0,0,0,0,0,269.03029,0.909090909,0.727272727,268.729889,269,0.270111326,7,-1,0.122345804,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6298859,43.6137313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4044064,0,0,35.1863621,0,0,32.5692573,0,0,37.3162492,0,49.503046,0,39.5040641,73.5462618,0,0,49.9683854,43.7863031,44.7140164,0,0,0,0,0,54.5657934,39.1751837,0,0,0,0,56.637845,0,38.2173038,0,0,0,0,0,0,0,109.769786,80.3936465,126.30863,87.7929536,100.821146,74.2810587
8,14,8,0,1,0,0,0,0,0,269.033661,1.75,1,268.733256,269,0.26674409,2,-6,0.0889787664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2382534,0,0,0,0
10,10,7,2,0,0,0,0,0,0,269.041524,1,0.7,268.74111,269,0.258890469,5,-2,0.111223458,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.340867,264.173856,329.194624,260.665029,254.96826,264.393706
15,10,5,0,0,0,0,0,0,0,269.045547,0.666666667,0.333333333,268.745128,269,0.254872161,11,6,0.166835187,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6868977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7810493,47.7832746,0,59.4735825,68.3573412,48.8441534
