C,H,O,N,S,P,Se,Na,Cl,13C,m/z,H/C,O/C,KM,NKM,KMD,DBE,DBE-O,13Cratio,AImod,Q1P1-10m,Q1P1-20m,Q1P1-30m,Q1P1-60m,Q1P1-90m,Q1P1-315m,Q1P4-0.5m,Q1P4-10m,Q1P4-20m,Q1P4-30m,Q1P4-60m,Q1P4-90m,Q1P4-314m,Q1P6-10m,Q1P6-20m,Q1P6-30m,Q1P6-60m,Q1P6-90m,Q1P6-822m,Q1P7-0.5m,Q1P7-10m,Q1P7-20m,Q1P7-30m,Q1P7-60m,Q1P7-90m,Q1P7-3345m,Q2P1-10m,Q2P1-20m,Q2P1-30m,Q2P1-30m-2,Q2P1-60m,Q2P1-90m,Q2P1-316m,Q2P4-0.5m,Q2P4-10m,Q2P4-20m,Q2P4-30m,Q2P4-60m,Q2P4-90m,Q2P4-352m,Q2P6-0.5m,Q2P6-10m,Q2P6-20m,Q2P6-30m,Q2P6-60m,Q2P6-90m,Q2P6-922m,Q2P7-0.5m,Q2P7-10m,Q2P7-20m,Q2P7-30m,Q2P7-60m,Q2P7-90m,Q2P7-3237m,Q4P1-10m,Q4P1-20m,Q4P1-30m,Q4P1-90m,Q4P1-150m,Q4P1-316m,Q4P2-10m,Q4P2-30m,Q4P2-60m,Q4P2-90m,Q4P2-176m,Q4P4-10m,Q4P4-20m,Q4P4-30m,Q4P4-40m,Q4P4-50m,Q4P4-334m,Q4P5-10m,Q4P5-20m,Q4P5-30m,Q4P5-40m,Q4P5-90m,Q4P5-139m,Q4P6-10m,Q4P6-20m,Q4P6-30m,Q4P6-40m,Q4P6-120m,Q4P6-871,Q4P7-10m,Q4P7-20m,Q4P7-30m,Q4P7-40m,Q4P7-200m,Q4P7-3415m,Q1P7-MQ1,Q1P7-MQ2,Q1P7-MQ3,Q2P1-MQ1,Q2P1-MQ2,Q2P1-MQ3,PLFA-3,PLFA-4,PLFA-5,PLFA-6,PLFA-7,PLFA-New2b
18,12,7,0,0,0,0,0,0,0,339.051026,0.666666667,0.388888889,338.672438,339,0.327561704,13,6,0.200202224,0.655172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4229173
15,16,7,0,1,0,0,0,0,0,339.054397,1.06666667,0.466666667,338.675806,339,0.324194468,8,1,0.166835187,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7041458,0,0,0,0
17,12,6,2,0,0,0,0,0,0,339.062259,0.705882353,0.352941176,338.683659,339,0.316340848,11,5,0.189079879,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9358038,0,0,0,0,0
15,16,9,0,0,0,0,0,0,0,339.072155,1.06666667,0.6,338.693544,339,0.306456097,8,-1,0.166835187,0.333333333,932.329466,983.935405,942.417249,935.202871,976.815737,991.874576,1286.90942,947.272338,986.888556,1012.86716,1025.42462,966.847608,0,1008.84113,1129.13025,1082.51155,1014.6697,991.704485,1341.05916,1506.83334,884.296962,1186.97583,694.186681,1216.76467,1080.65634,1128.75223,1086.74328,1081.62005,1114.47814,1141.75284,1128.81932,1073.38978,1048.82539,1146.68993,1064.32808,1099.65128,920.82249,1134.41083,736.659852,1024.52237,1253.83985,0,1003.85078,1035.76606,1028.18204,931.516281,1051.80309,1013.06882,811.023328,1020.02211,1035.50493,1067.87286,968.504267,1097.65519,1544.7997,1269.88568,1207.13142,1291.5996,1340.40934,1421.54508,1302.58618,1236.59881,990.390287,1298.56086,0,1314.48033,1496.28875,1548.23034,1320.66055,1351.63389,1215.21695,1225.74752,1312.44062,1311.35942,1256.96944,1388.04517,717.531717,1374.56225,1396.11632,1297.07451,1332.64221,704.081987,1118.16244,1342.06755,1322.78292,1289.47518,1264.93152,1401.20407,1157.8322,0,0,0,0,0,0,301.887697,313.455598,340.415407,337.639895,333.235495,300.230689
14,16,8,2,0,0,0,0,0,0,339.083388,1.14285714,0.571428571,338.704765,339,0.295235241,6,-2,0.155712841,0.25,0,0,0,0,0,0,167.707212,0,0,0,52.0582809,0,0,0,63.1331632,0,59.7864317,0,0,156.807927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1460085,0,48.1288597,58.9750073,53.5891475,0,48.3971683,57.0371328,0,55.8495122,0,64.5001027,86.0764945,65.8358564,62.8937508,53.6428013,0,67.4261848,54.2999429,60.9505682,0,0,0,0,0,52.7068217,93.0461467,0,0,0,0,44.7206565,0,0,0,0,0,0,0,0,0,219.20742,227.016606,200.41753,230.722756,249.248716,168.697865
19,16,6,0,0,0,0,0,0,0,339.087411,0.842105263,0.315789474,338.708783,339,0.291216933,12,6,0.21132457,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5113586,0,44.1611899,0,44.4176643
16,20,6,0,1,0,0,0,0,0,339.090782,1.25,0.375,338.71215,339,0.287849697,7,1,0.177957533,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.723657,262.503754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.589489,0,0,0,39.5982001,0,0,0,0,0,0,0,0,0,0,0,0,53.7491628,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3218903,0,0,0,0,0,0,0,0,70.9754527,0,50.7240126,0,0
11,20,10,2,0,0,0,0,0,0,339.104517,1.81818182,0.909090909,338.72587,339,0.274129634,1,-9,0.122345804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.822828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,20,8,0,0,0,0,0,0,0,339.10854,1.25,0.5,338.729889,339,0.270111326,7,-1,0.177957533,0.25,5876.51577,5879.41394,5858.01108,6038.37585,5711.10831,5858.39924,5687.81149,5661.38085,5862.13065,5665.18703,5713.48424,5680.29936,2806.51621,5575.48924,5645.80114,5567.20516,5702.33497,5630.69231,5268.90029,5425.01876,5232.29028,6043.30202,5098.6225,6125.93504,5788.33012,5861.71813,5800.40853,4285.53924,5859.93568,5863.22613,6145.6312,5798.82499,5896.8977,5791.7756,5705.9097,5849.08894,5605.11911,5742.99977,5568.9975,5855.51797,5759.42605,2940.20229,5763.60381,5950.61922,5837.74874,5967.01156,5926.93785,4803.85564,4160.65146,5645.86901,5077.22767,5800.05794,4852.69544,6070.86881,6420.47958,6173.59695,6410.60858,6404.9411,6382.44232,6215.35652,6251.83312,6229.50094,5623.60503,6309.55013,4077.01777,6448.74447,6181.6206,6326.78135,6218.04266,6299.48263,6482.19221,6171.89925,6296.2406,6262.09388,6241.86467,6252.69126,3567.33861,6127.7806,6074.43711,6467.15107,5920.58964,3692.01949,5323.66865,6222.23142,6065.40381,6276.23789,6369.71188,6381.55558,5357.73931,0,0,0,0,0,0,2087.83921,2041.99482,2106.58086,2111.80934,2384.86314,1969.21952
15,20,7,2,0,0,0,0,0,0,339.119774,1.33333333,0.466666667,338.74111,339,0.258890469,5,-2,0.166835187,0.157894737,379.793847,386.714129,392.796882,403.180129,378.108649,397.231277,648.151792,440.932329,431.046424,384.188546,412.828433,376.748071,0,385.852435,426.494464,465.717875,434.127488,421.647281,507.862026,638.98489,324.737653,575.853648,452.591386,321.59615,478.017094,0,481.493631,0,493.291201,472.436361,469.085695,443.742782,448.341612,446.789327,490.635979,465.798889,403.2384,442.775002,417.635796,458.956352,529.678293,0,499.270142,476.311928,449.008228,446.124621,454.279073,0,0,482.190939,397.613611,467.766277,374.215812,448.974359,258.314731,336.011508,289.160018,301.999824,306.038082,323.640793,291.085558,315.165222,371.820962,295.204807,0,292.724021,358.084684,293.791953,338.493876,301.440712,301.983918,296.56381,312.278395,305.850576,311.176494,394.946062,0,373.219271,380.267094,294.866057,376.866447,0,0,356.952654,426.376232,293.797496,287.485399,296.063916,0,0,0,0,0,0,0,129.384531,133.259066,171.299288,115.199633,134.145743,118.836792
20,20,5,0,0,0,0,0,0,0,339.123797,1,0.25,338.745128,339,0.254872161,11,6,0.222446916,0.485714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1618417,49.3491488,0,25.0044153,0,0
17,24,7,0,0,0,0,0,0,0,339.144926,1.41176471,0.411764706,338.766233,339,0.233766554,6,-1,0.189079879,0.185185185,3795.11922,3719.38951,3742.4266,3915.66044,3599.64037,3888.83645,3456.94795,3664.41672,3892.96132,3677.0391,3490.01021,3748.63039,2447.89596,3429.08885,3380.52046,3384.82037,3522.76764,3699.58362,3267.78048,3292.63951,4285.85378,4001.17085,4014.67905,3145.09941,3450.75344,3985.03333,3534.0443,2520.17289,3726.99507,3512.15379,3834.55467,3520.1965,3718.47542,3423.48526,3559.10267,3646.53141,3567.71948,3430.07046,3763.79314,3660.04354,3559.73126,2322.80675,3773.69724,3925.15151,3745.38888,3923.93463,3520.89041,3285.1185,3018.21836,3538.58522,3364.08078,3623.79375,3086.36385,3646.24375,2893.25163,3338.47162,3382.93045,3335.79752,3025.22984,2984.26211,3184.1304,3354.36505,3426.63694,3096.69844,2770.27184,3146.71909,2949.25191,2821.1791,3162.40987,3093.49545,3375.04334,3120.72274,3109.96753,3154.08768,3044.15691,3119.00385,2246.8942,3246.0644,2966.85385,3274.31536,3019.09533,2299.0066,3232.17681,3274.00403,3148.14464,3157.46746,3214.65796,2968.01018,2818.6891,0,0,0,0,0,0,3870.97969,3938.76487,3678.182,3908.89211,3873.56121,3795.45891
16,24,6,2,0,0,0,0,0,0,339.156159,1.5,0.375,338.777454,339,0.222545697,4,-2,0.177957533,0.0909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9244634,16.3387481,0,0,0,0
21,24,4,0,0,0,0,0,0,0,339.160182,1.14285714,0.19047619,338.781473,339,0.218527389,10,6,0.233569262,0.421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6646532,0,0,0,0
18,28,4,0,1,0,0,0,0,0,339.163553,1.55555556,0.222222222,338.78484,339,0.215160153,5,1,0.200202224,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.215886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,28,6,0,0,0,0,0,0,0,339.181311,1.55555556,0.333333333,338.802578,339,0.197421782,5,-1,0.200202224,0.133333333,498.981243,498.606211,533.543297,567.834518,487.288627,560.702495,494.124958,566.120033,565.249973,507.281414,481.804325,521.003036,0,454.609172,446.892832,453.01489,480.316647,518.975,381.601925,461.266796,555.252523,496.630168,629.124953,0,488.040638,380.753244,488.254355,392.261838,490.193173,462.258382,562.537418,445.201637,528.389597,483.076485,523.188244,500.976461,514.617569,454.759959,619.529666,514.669028,499.30008,0,516.410971,587.646133,546.975234,529.266184,470.302385,0,0,449.781497,555.547711,522.105039,469.001354,427.440418,283.911748,397.043531,388.288961,372.195089,336.140585,315.795285,339.470007,357.830694,400.822269,302.821254,0,337.226287,332.563135,275.20377,315.818329,333.9988,389.932374,355.027614,326.531203,319.53604,318.345174,356.117161,0,402.661285,332.068219,348.107258,377.108671,0,659.767317,419.516168,416.890097,322.157584,344.902849,268.116956,0,0,0,0,0,0,0,1186.82327,1278.50963,1171.02378,1249.37202,1216.67674,1309.43161
19,32,3,0,1,0,0,0,0,0,339.199938,1.68421053,0.157894737,338.821185,339,0.178815381,4,1,0.21132457,0.0909090909,735.379519,837.359399,1602.36634,942.777092,922.810118,662.672969,1572.41828,463.807661,483.977736,889.615169,514.433379,492.696577,4401.81354,456.10319,559.387623,827.215921,577.526562,554.80714,0,1013.19827,616.199634,381.04589,919.187237,584.146851,455.010141,276.330941,1002.80187,4774.51601,660.57586,694.361047,594.371709,422.336593,737.610978,847.172312,2019.47401,374.839749,582.967551,437.298093,1999.60909,469.429815,989.612258,16458.2396,807.550251,504.481907,566.552395,344.695007,1274.09202,3070.19998,4106.84338,2378.23727,3297.79335,913.46769,16528.524,978.585313,579.824239,924.348703,590.805298,390.779518,324.879761,669.974963,996.624482,796.989669,1933.52733,401.4835,4675.15996,2797.21249,2227.09064,1132.27162,1314.67318,1455.45496,984.812815,5462.51426,2990.82228,1120.16787,1326.64133,1636.13272,5120.91246,1983.09069,1779.85195,1159.64151,1171.18983,32421.7691,1777.91036,2660.51988,2304.52579,3092.15955,1795.00638,1133.74289,8323.83299,0,0,1000000,32087.8757,23719.9898,17781.2607,25.8681199,32.5162153,198.374726,0,237.051202,0
19,32,5,0,0,0,0,0,0,0,339.217696,1.68421053,0.263157895,338.838923,339,0.16107701,4,-1,0.21132457,0.0909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1191182,0,0,21.5890116,31.9148991,42.6610504
21,40,3,0,0,0,0,0,0,0,339.290467,1.9047619,0.142857143,338.911613,339,0.0883874669,2,-1,0.233569262,0.0256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8532226
17,11,7,1,0,0,0,0,0,0,340.046275,0.647058824,0.411764706,339.666576,340,0.333424008,12,5,0.189079879,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8581.55316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1058763,0
14,15,9,1,0,0,0,0,0,0,340.067404,1.07142857,0.642857143,339.687682,340,0.312318401,7,-2,0.155712841,0.294117647,0,0,0,0,0,0,0,0,0,0,49.7072451,0,0,42.60021,56.9200638,71.3597296,63.013919,0,239.52491,175.121356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.537682,69.5096829,79.4067178,73.4510034,101.753416,106.871046,92.7496,84.5901754,0,94.0227394,0,84.9379876,129.56668,129.854443,76.1219729,88.2881446,0,71.9297768,105.897501,95.6615523,88.3199124,113.877309,0,119.515032,119.983162,80.1965026,99.5214093,0,0,0,0,84.5336549,56.2191447,95.8427692,0,0,0,0,0,0,0,81.0510161,99.5322823,82.1203207,108.698033,81.0703047,100.060211
18,15,6,1,0,0,0,0,0,0,340.08266,0.833333333,0.333333333,339.702921,340,0.297079236,11,5,0.200202224,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9701117,0,0,0,0,0
15,19,8,1,0,0,0,0,0,0,340.103789,1.26666667,0.533333333,339.724026,340,0.275973629,6,-2,0.166835187,0.2,717.276529,721.189317,683.996862,727.433991,735.842634,703.242337,1017.42086,717.587469,754.713574,760.493467,743.12896,709.618543,0,728.548843,790.701448,810.623136,775.978701,721.439068,0,986.333414,680.42644,732.227325,806.953087,856.026196,961.273172,867.330408,860.944899,429.980255,819.460759,841.171683,848.460149,816.701079,794.946164,846.743226,786.623092,837.405203,743.732776,809.60108,637.174288,732.021617,934.708043,0,763.09511,776.284302,838.048087,787.621519,747.059974,673.583295,0,761.298378,703.136406,805.298754,678.196369,786.218167,714.049772,715.692075,672.021002,705.010843,747.296132,745.35858,692.942836,738.921479,707.200592,738.249839,0,689.253957,772.584643,734.705338,753.798552,728.00568,695.538839,683.56739,732.118635,727.728112,711.741341,815.037379,0,774.101496,744.066748,690.81425,739.043586,0,726.810137,758.759249,826.196966,665.405664,673.297226,698.389568,678.183712,0,0,0,0,0,0,570.443545,514.896363,519.557962,557.030132,521.132576,534.054399
16,23,7,1,0,0,0,0,0,0,340.140175,1.4375,0.4375,339.760371,340,0.239628858,5,-2,0.177957533,0.130434783,311.946947,301.076143,298.587504,330.448041,291.408836,340.347268,340.734842,317.232133,346.792772,322.63424,300.108595,298.270439,0,294.067376,318.745914,319.0526,309.932781,327.618969,0,311.108137,0,408.596385,323.467301,226.096314,342.432493,425.21927,322.154601,0,328.318534,332.330078,361.91272,317.170293,338.010475,317.243927,309.212918,347.789608,317.859127,301.924092,0,314.023073,334.561402,0,328.312745,354.942128,282.683454,349.102675,321.087038,0,0,313.750699,0,310.229468,0,352.901025,200.510113,240.237524,225.119785,210.818794,187.821177,197.020404,224.309556,227.894311,268.825028,215.284513,0,209.680526,209.180558,193.118984,218.226287,210.329767,230.483013,215.247485,225.163142,213.689688,212.679082,233.797276,0,222.109927,176.889196,207.108746,217.930932,0,0,221.3678,232.924849,218.305052,205.548091,199.200656,0,0,0,0,0,0,0,339.352103,371.148486,364.515647,376.30318,340.640189,376.13793
17,27,6,1,0,0,0,0,0,0,340.17656,1.58823529,0.352941176,339.796716,340,0.203284086,4,-2,0.189079879,0.0769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.494242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1767964,0,0,0,29.7230113
14,14,8,0,1,0,0,0,0,0,341.033661,1,0.571428571,340.65286,341,0.347139933,8,0,0.155712841,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0050606,0,0,0,11.8000448
14,14,10,0,0,0,0,0,0,0,341.05142,1,0.714285714,340.670598,341,0.329401562,8,-2,0.155712841,0.333333333,0,0,0,0,0,0,211.692955,60.6757313,0,0,94.4146135,82.3255995,0,89.6478181,120.109775,120.251445,99.2343876,0,0,314.469186,183.611234,0,0,0,262.840762,0,0,0,0,0,0,0,0,111.900325,0,0,0,124.131833,0,0,192.598338,0,0,0,0,0,0,0,0,77.8814494,0,0,0,0,210.411408,118.753516,122.503297,140.73721,171.354507,189.512648,136.765798,137.501794,0,162.192132,0,149.178482,220.052628,216.555503,154.201728,146.867174,115.888585,151.904526,167.002799,153.259965,144.368341,212.502402,0,183.651927,207.765764,138.527419,178.847447,0,0,151.19279,0,131.657341,142.2626,156.391987,0,0,0,0,0,0,0,41.8199708,37.5365701,51.8269446,37.2922483,0,26.3991845
13,14,9,2,0,0,0,0,0,0,341.062653,1.07692308,0.692307692,340.681819,341,0.318180705,6,-3,0.144590495,0.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4911366,0,0,38.8668095,0,21.4320461
18,14,7,0,0,0,0,0,0,0,341.066676,0.777777778,0.388888889,340.685838,341,0.314162397,12,5,0.200202224,0.586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6773662,47.5760655,44.4393583,49.2759969,37.9806903,49.2767167
15,18,7,0,1,0,0,0,0,0,341.070047,1.2,0.466666667,340.689205,341,0.310795161,7,0,0.166835187,0.238095238,0,0,0,0,0,0,0,65.4171725,0,0,0,0,0,0,58.9621033,0,0,0,0,0,0,0,0,159.638545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.6435133,0,35.8489849,37.7659453,0,0,31.052611,0,0,33.5542038,0,33.6761971,0,37.6355226,0,0,0,0,0,26.3737763,0,0,0,0,0,0,45.7107823,0,0,0,0,0,0,47.143702,0,0,0,0,0,0,0,0,54.938265,59.702984,46.9995411,41.6030152,0
15,18,9,0,0,0,0,0,0,0,341.087805,1.2,0.6,340.706943,341,0.29305679,7,-2,0.166835187,0.238095238,2426.80152,2540.65343,2541.65299,2465.98648,2550.85644,2442.28504,3140.29671,2431.41499,2548.28008,2558.5144,2620.67229,2445.20562,1344.67793,2640.3787,2788.71543,2785.61566,2641.69014,2522.64346,3462.53365,3410.58857,2933.65044,2308.35058,2514.61153,2597.71701,2604.59493,3345.73626,2706.7327,2072.60042,2806.72267,2869.49763,2863.42765,2721.03451,2717.5377,2878.38625,2506.37063,2729.88883,2510.25401,2816.37946,2128.67899,2700.72536,3120.76539,1405.7269,2599.61159,2596.77006,2570.69074,2522.91024,2629.28034,2400.12723,2060.39849,2559.4325,2502.88578,2663.90515,2195.90825,2554.05921,3325.67971,2847.55782,2871.36134,2979.51878,3199.16767,3214.84785,2944.91208,2923.97052,2440.02847,3067.70122,1892.79625,2994.98386,3234.2927,3368.96796,2989.12112,3013.70584,2909.74692,2943.82494,3140.90611,2967.6127,2859.67276,3329.42355,1649.8916,3204.76819,3219.00675,3002.2588,3120.42634,1548.78078,2524.42047,3052.2565,2992.88631,2929.35377,2869.20538,3188.39601,2662.18896,0,0,0,0,0,0,942.609393,895.480204,932.918507,982.731136,1001.41704,881.079069
14,18,8,2,0,0,0,0,0,0,341.099038,1.28571429,0.571428571,340.718164,341,0.281835933,5,-3,0.155712841,0.125,0,0,0,0,0,0,195.437066,0,0,0,46.438713,0,0,41.058028,62.3309802,72.3406066,58.7450602,0,0,186.302046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0755431,0,46.1888808,39.0195416,49.4437223,0,42.5263828,63.2005124,0,42.746008,0,0,0,62.8465909,85.7277709,42.3039467,0,46.2441028,62.0190408,41.6018397,0,0,0,0,0,0,70.8251939,0,0,0,0,0,0,43.5116677,0,0,0,0,0,0,0,106.323118,83.0278655,0,98.1364364,101.948865,85.2037123
19,18,6,0,0,0,0,0,0,0,341.103061,0.947368421,0.315789474,340.722182,341,0.277817625,11,5,0.21132457,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4671933,0,0,29.3533374,0,0,33.2389401,0,39.5296014,0,0,0,44.7651503,0,0,0,40.9894603,0,0,0,0,0,0,0,0,0,0,0,0,37.9690702,38.2717837,0,0,0,0,0,0,0,96.158944,107.294903,81.7463703,121.861362,78.9477433,104.163718
16,22,6,0,1,0,0,0,0,0,341.106432,1.375,0.375,340.72555,341,0.274450389,6,0,0.177957533,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.8357311,0,97.1463008,0,0,0,0,227.966549,0,0,0,0,0,0,0,0,0,0,0,0,0,95.3493782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.628201,99.019624,0,168.887404,173.723672,105.315219
12,22,11,0,0,0,0,0,0,0,341.108934,1.83333333,0.916666667,340.728049,341,0.271951183,2,-9,0.13346815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.131802,0,0,0,0,0,0,822.494127,0,0,0,103.813716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
